Alias,ID,Name,Year,,
BK34,(R143),New Hope Family Worship Center,FY10,,
BK34,(R143),New Hope Family Worship Center,FY11,,
BK34,(R143),New Hope Family Worship Center,FY12,,
BK34,(R143),New Hope Family Worship Center,FY13,,
BK34,R143,New Hope Family Worship Center,FY14,,
BK35,(R144),Wayside Baptist Church Sr. Citizens,FY10,,
BK35,(R144),Wayside Baptist Church Sr. Citizens,FY11,,
BK35,(R144),Wayside Baptist Church Sr. Citizens,FY12,,
BK35,(R144),Wayside Baptist Church Sr. Citizens,FY13,,
BK35,R144,Wayside Baptist Church Sr. Citizens,FY14,,
BK36,(R145),Berean Seventh Day Adventist Church,FY10,,
BK36,(R145),Berean Seventh Day Adventist Church,FY11,,
BK36,(R145),Berean Seventh Day Adventist Church,FY12,,
BK36,(R145),Berean Seventh Day Adventist Church,FY13,,
BK36,R145,Berean Seventh Day Adventist Church,FY14,,
BK39,(R146),Our Lady of Mercy Church,,,
BK39,(R146),Our Lady of Mercy Church,,,
BK39,(R146),Our Lady of Mercy Church,,,
BK39,(R146),Our Lady of Mercy Church,,,
BK43,(R148),SA - Centennial House,,,
BK43,(R148),SA - Centennial House,,,
BK43,(R148),SA - Centennial House,,,
BK53,(R150),Anchor House,FY10,,
BK53,(R150),Anchor House,FY11,,
BK53,(R150),Anchor House,FY12,,
BK53,(R150),Anchor House,FY13,,
BK53,R150,Anchor House,FY14,,
BK54,(R151),"Christian Crossroads, Inc.",,,
BK54,(R151),"Christian Crossroads, Inc.",,,
BK54,(R151),"Christian Crossroads, Inc.",,,
BK55,(R152),Brooklyn Tabernacle Deliverance Ctr.,,,
BK56,(R154),Open Door Outreach Ministry,FY10,,
BK56,(R154),Open Door Outreach Ministry,FY11,,
BK56,(R154),Open Door Outreach Ministry,FY12,,
BK56,(R154),Open Door Outreach Ministry,FY13,,
BK56,R154,Open Door Outreach Ministry,FY14,,
BK57B,(R156),Salt & Sea Mission,FY10,,
BK57B,(R156),Salt & Sea Mission,FY11,,
BK57B,(R156),Salt & Sea Mission,FY12,,
BK57B,(R156),Salt & Sea Mission,FY13,,
BK57B,R156,Salt & Sea Mission,FY14,,
BK62,(R157),Hurricane Sandy Site: Reaching Out Community Services,FY10,,
BK62,(R157),Reaching Out Community Services,FY11,,
BK62,(R157),Hurricane Sandy Site: Reaching Out Community Services,FY12,,
BK62,(R157),Reaching Out Community Services,FY13,,
BK62,R157,Reaching Out Community Services,FY14,,
BK64,(R158),Mount Calvary Baptist Church,FY10,,
BK64,(R158),Mount Calvary Baptist Church,FY11,,
BK64,(R158),Mount Calvary Baptist Church,FY12,,
BK64,(R158),Mount Calvary Baptist Church,FY13,,
BK64,R158,Mount Calvary Baptist Church,FY14,,
BK64P,(R159),Mount Calvary Baptist Church,FY10,,
BK65,(R160),"Ready Willing & Able The Doe Fund, Inc.",FY10,,
BK65,(R160),"Ready Willing & Able The Doe Fund, Inc.",FY11,,
BK65,(R160),"Ready Willing & Able The Doe Fund, Inc.",FY12,,0
BK65,(R160),"Ready Willing & Able The Doe Fund, Inc.",FY13,,
BK65,R160,Ready Willing & Able The Doe Fund Inc.,FY14,,
BK66,(R161),John Wesley United Methodist Church,FY10,,
BK66,(R161),John Wesley United Methodist Church,FY11,,
BK66,(R161),John Wesley United Methodist Church,FY12,,
BK66,(R161),John Wesley United Methodist Church,FY13,,
BK66,R161,John Wesley United Methodist Church,FY14,,
BK67,(R162),Ebenezer Seventh Day Adventist Church,FY10,,
BK67,(R162),Ebenezer Seventh Day Adventist Church,FY11,,
BK67,(R162),Ebenezer Seventh Day Adventist Church,FY12,,
BK67,(R162),Ebenezer Seventh Day Adventist Church,FY13,,
BK67,R162,Ebenezer Seventh Day Adventist Church,FY14,,
BK69,(R164),Turning Point Housing,FY10,,
BK69,(R164),Turning Point Housing,FY11,,
BK69,(R164),Turning Point Housing,FY12,,
BK70,(R165),Faith Assemblies of God,FY10,,
BK70,(R165),Faith Assemblies of God,FY11,,
BK70,(R165),Faith Assemblies of God,FY12,,
BK70,(R165),Faith Assemblies of God,FY13,,
BK70,R165,Faith Assemblies of God,FY14,,
BK71,(R167),Holy House Of Prayer,FY10,,
BK71,(R167),Holy House Of Prayer,FY11,,
BK71,(R167),Holy House Of Prayer,FY12,,
BK71,(R167),Holy House Of Prayer,FY13,,
BK71,R167,Holy House Of Prayer,FY14,,
BK72,(R168),St. Phillip's Christian Church,FY10,,
BK72,(R168),St. Phillip's Christian Church,FY11,,
BK72,(R168),St. Phillip's Christian Church,FY12,,
BK72,(R168),St. Phillip's Christian Church,FY13,,
BK72,R168,St. Phillip's Christian Church,FY14,,
BK73,(R170),Bethany United Methodist Church,FY10,,
BK73,(R170),Bethany United Methodist Church,FY11,,
BK73,(R170),Bethany United Methodist Church,FY12,,
BK73,(R170),Bethany United Methodist Church,FY13,,
BK73,R170,Bethany United Methodist Church,FY14,,
BK75,(R172),Catholic Charities Northside Sr. Center,FY10,,
BK75,(R172),Catholic Charities Northside Sr. Center,FY11,,
BK75,(R172),Catholic Charities Northside Sr. Center,FY12,,
BK76,(R174),BRC - Fulton House,FY10,,
BK76,(R174),BRC - Fulton House,FY11,,
BK76,(R174),BRC - Fulton House,FY12,,
BK76,(R174),BRC - Fulton House,FY13,,
BK78,(R176),Brooklyn Faith SDA Church,FY10,,
BK78,(R176),Brooklyn Faith SDA Church,FY11,,
BK78,(R176),Brooklyn Faith SDA Church,FY12,,
BK78,(R176),Brooklyn Faith SDA Church,FY13,,
BK78,R176,Brooklyn Faith SDA Church,FY14,,
BK79,(R178),Bay Ridge Center for Older Adults,FY10,,
BK79,(R178),Bay Ridge Center for Older Adults,FY11,,
BK79,(R178),Bay Ridge Center for Older Adults,FY12,,
BK79,(R178),Bay Ridge Center for Older Adults,FY13,,
BK82,(R182),Christian Cultural Center,FY10,,
BK82,(R182),Christian Cultural Center,FY11,,
BK82,(R182),Christian Cultural Center,FY12,,
BK82,(R182),Christian Cultural Center,FY13,,
BK82,R182,Christian Cultural Center,FY14,,
BK83,(R183),The Hope Program,FY10,,
BK83,(R183),The Hope Program,FY11,,
BK83,(R183),The Hope Program,FY12,,
BK83,(R183),The Hope Program,FY13,,
BK84,(R184),Mt. Hope Pilgrim Spiritual Baptist,FY10,,
BK84,(R184),Mt. Hope Pilgrim Spiritual Baptist,FY11,,
BK84,(R184),Mt. Hope Pilgrim Spiritual Baptist,FY12,,
BK84,(R184),Mt. Hope Pilgrim Spiritual Baptist,FY13,,
BK84,R184,Mt. Hope Pilgrim Spiritual Baptist,FY14,,
BK85,(R185),Family Services Network,FY10,,
BK85,(R185),Family Services Network,FY11,,
BK85,(R185),Family Services Network,FY12,,
BK85,(R185),Family Services Network,FY13,,
BK85,R185,Family Services Network,FY14,,
BK86,(R186),"Damon House New York, Inc.",FY10,,
BK86,(R186),"Damon House New York, Inc.",FY11,,
BK86,(R186),"Damon House New York, Inc.",FY12,,
BK87,(R187),Bible Faith Tabernacle,FY10,,
BK87,(R187),Bible Faith Tabernacle,FY11,,
BK87,(R187),Bible Faith Tabernacle,FY12,,
BK87,(R187),Bible Faith Tabernacle,FY13,,
BK88,(R188),Risen Christ Lutheran Church,FY10,,
BK88,(R188),Risen Christ Lutheran Church,FY11,,
BK90,(R189),SA - Brownsville,FY10,,
BK90,(R189),SA - Brownsville,FY11,,
BK90,(R189),SA - Brownsville,FY12,,
BK90,(R189),SA - Brownsville,FY13,,
BK90,R189,SA - Brownsville,FY14,,
BK93,(R190),Holy Cross Roman Catholic Church,FY10,,
BK93,(R190),Holy Cross Roman Catholic Church,FY11,,
BK93,(R190),Holy Cross Roman Catholic Church,FY12,,
BK93,(R190),Holy Cross Roman Catholic Church,FY13,,
BK94,(R191),Project Street Beat of Brooklyn,FY10,,
BK94,(R191),Project Street Beat of Brooklyn,FY11,,
BK94,(R191),Project Street Beat of Brooklyn,FY12,,
BK95,(R192),Christ Apostolic Church of God,FY10,,
BK95,(R192),Christ Apostolic Church of God,FY11,,
BK95,(R192),Christ Apostolic Church of God,FY12,,
BK95,(R192),Christ Apostolic Church of God,FY13,,
BK96,(R193),New Haven SDA Temple,FY10,,
BK96,(R193),New Haven SDA Temple,FY11,,
BK96,(R193),New Haven SDA Temple,FY12,,
BK96,(R193),New Haven SDA Temple,FY13,,
BK96,R193,New Haven SDA Temple,FY14,,
BK97,(R195),Church of God Feeding The Hungry,FY10,,
BK97,(R195),Church of God Feeding The Hungry,FY11,,
BK97,(R195),Church of God Feeding The Hungry,FY12,,
BK97,(R195),Church of God Feeding The Hungry,FY13,,
BK97,R195,Church of God Feeding The Hungry,FY14,,
BK98,(R196),South Road Tabernacle,FY10,,
BK98,(R196),South Road Tabernacle,FY11,,
BK98,(R196),South Road Tabernacle,FY12,,
BK98,(R196),South Road Tabernacle,FY13,,
BK98,R196,South Road Tabernacle,FY14,,
BX01,(R198),"Aging In America Community Service, Inc.",FY10,,
BX01,(R198),"Aging In America Community Service, Inc.",FY11,,
BX02,(R199),Ehrlich Residence,FY10,,
BX02,(R199),Ehrlich Residence,FY11,,
BX02,(R199),Ehrlich Residence,FY12,,
BX02,(R199),Ehrlich Residence,FY13,,
BX02,R199,Ehrlich Residence,FY14,,
BX04,(R200),Love Gospel Assembly,FY10,,
BX04,(R200),Love Gospel Assembly,FY11,,
BX06,(R203),Grace Episcopal Church West Farms,FY10,,
BX06,(R203),Grace Episcopal Church West Farms,FY11,,
BX06,(R203),Grace Episcopal Church West Farms,FY12,,
BX06,(R203),Grace Episcopal Church West Farms,FY13,,
BX06,R203,Grace Episcopal Church West Farms,FY14,,
BX07,(R205),"Bethel Prayer Ministry Inter. USA,Inc.",FY10,,
BX07,(R205),"Bethel Prayer Ministry Inter. USA,Inc.",FY11,,
BX07,(R205),"Bethel Prayer Ministry Inter. USA,Inc.",FY12,,
BX07,(R205),"Bethel Prayer Ministry Inter. USA,Inc.",FY13,,
BX07,R205,Bethel Prayer Ministry Inter. USAInc.,FY14,,
BX09,(R207),Resurrection and Life C&S Church,FY10,,
BX10,(R208),Hope Christian Center,FY10,,
BX10,(R208),Hope Christian Center,FY11,,
BX10,(R208),Hope Christian Center,FY12,,
BX10,(R208),Hope Christian Center,FY13,,
BX10,R208,Hope Christian Center,FY14,,
BX100,(R209),City of Light Christian Center,FY10,,
BX100,(R209),City of Light Christian Center,FY11,,
BX101,(R210),New St. John Baptist Church,FY10,,
BX101,(R210),New St. John Baptist Church,FY11,,
BX101,(R210),New St. John Baptist Church,FY12,,
BX101,(R210),New St. John Baptist Church,FY13,,
BX101,R210,New St. John Baptist Church,FY14,,
BX104,(R213),Eastchester Gardens Resident Council,FY10,,
BX104,(R213),Eastchester Gardens Resident Council,FY11,,
BX106,(R215),Word of Life Christian Fellowship International,FY10,,
BX106,(R215),Word of Life Christian Fellowship International,FY11,,
BX106,(R215),Word of Life Christian Fellowship International,FY12,,
BX106,(R215),Word of Life Christian Fellowship International,FY13,,
BX106,R215,Word of Life Christian Fellowship International,FY14,,
BX107,(R216),Community Food Pantry of Highbridge,FY10,,
BX107,(R216),Community Food Pantry of Highbridge,FY11,,
BX107,(R216),Community Food Pantry of Highbridge,FY12,,
BX107,(R216),Community Food Pantry of Highbridge,FY13,,
BX107,R216,Community Food Pantry of Highbridge,FY14,,
BX109,(R218),Mid-Bronx Senior Citizen Council,FY10,,
BX109,(R218),Mid-Bronx Senior Citizen Council,FY11,,
BX109,(R218),Mid-Bronx Senior Citizen Council,FY12,,
BX109,(R218),Mid-Bronx Senior Citizen Council,FY13,,
BX109,R218,Mid-Bronx Senior Citizen Council,FY14,,
BX11,(R219),St. Ann's Pantry & Soup Kitchen,FY10,,
BX11,(R219),St. Ann's Pantry & Soup Kitchen,FY11,,
BX11,(R219),St. Ann's Pantry & Soup Kitchen,FY12,,
BX11,(R219),St. Ann's Pantry & Soup Kitchen,FY13,,
BX11,R219,St. Ann's Pantry & Soup Kitchen,FY14,,
BX110,(R220),Vineyard International Christian Ministries,FY10,,
BX110,(R220),Vineyard International Christian Ministries,FY11,,
BX110,(R220),Vineyard International Christian Ministries,FY12,,
BX110,(R220),Vineyard International Christian Ministries,FY13,,
BX110,R220,Vineyard International Christian Ministries,FY14,,
BX112,(R692),"River Watch, Inc.",FY10,,
BX112,(R692),"River Watch, Inc.",FY11,,
BX112,(R692),"River Watch, Inc.",FY12,,
BX112,(R692),"River Watch, Inc.",FY13,,
BX112,R692,River Watch Inc.,FY14,,
BX113,(R693),Bronx Pentecostal Deliverance,FY10,,
BX113,(R693),Bronx Pentecostal Deliverance,FY11,,
BX113,(R693),Bronx Pentecostal Deliverance,FY12,,
BX114,(R149),Congregation House of Israel,FY10,,
BX114,(R149),Congregation House of Israel,FY11,,
BX114,(R149),Congregation House of Israel,FY12,,
BX115,(R699),St. Edmunds Youth Program Inc.,FY10,,
BX115,(R699),St. Edmunds Youth Program Inc.,FY11,,
BX115,(R699),St. Edmunds Youth Program Inc.,FY12,,
BX115,(R699),St. Edmunds Youth Program Inc.,FY13,,
BX115,R699,St. Edmunds Youth Program Inc.,FY14,,
BX12,(R223),"African Redemption Alliance, Inc.",FY10,,
BX12,(R223),"African Redemption Alliance, Inc.",FY11,,
BX12,(R223),"African Redemption Alliance, Inc.",FY12,,
BX12,(R223),"African Redemption Alliance, Inc.",FY13,,
BX12,R223,African Redemption Alliance Inc.,FY14,,
BX124,(R725),Grand Concourse SDA Church,FY11,,
BX124,(R725),Grand Concourse SDA Church,FY12,,
BX124,(R725),Grand Concourse SDA Church,FY13,,
BX124,R725,Grand Concourse SDA Church,FY14,,
BX126,(R731),Gethsemane Baptist Church,FY12,,
BX126,(R731),Gethsemane Baptist Church,FY13,,
BX126,R731,Gethsemane Baptist Church,FY14,,
BX127,(R732),St. Peter's Lutheran Church,FY12,,
BX127,(R732),St. Peter's Lutheran Church,FY13,,
BX127,R732,St. Peter's Lutheran Church,FY14,,
BX14,(R226),SA - Citadel,FY10,,
BX14,(R226),SA - Citadel,FY11,,
BX14,(R226),SA - Citadel,FY12,,
BX14,(R226),SA - Citadel,FY13,,
BX14,R226,SA - Citadel,FY14,,
BX141,(R773),Path of Blessings,FY12,,
BX142,(R775),St. Augustine Food Pantry,FY12,,
BX142,(R775),St. Augustine Food Pantry,FY13,,
BX142,R775,St. Augustine Food Pantry,FY14,,
BX143,(R776),Passion Ablaze Christian Ministries,FY12,,
BX143,(R776),Passion Ablaze Christian Ministries,FY13,,
BX144,(R778),Every Day is a Miracle,FY12,,
BX144,(R778),Every Day is a Miracle,FY13,,
BX144,R778,Every Day is a Miracle,FY14,,
BX145,(R785),New Covenant Faith & Miracle Arena,FY12,,
BX145,(R785),New Covenant Faith & Miracle Arena,FY13,,
BX145,R785,New Covenant Faith & Arena,FY14,,
BX146,(R800),Al Amanecer de la Esperanza,FY13,,
BX146,R800,El Amanecer Da La Esperanza Ministry,FY14,,
BX15,(R228),"Deeper Life Charity, Inc.",FY10,,
BX154,(R930),Citiwide Harm Reduction,FY13,,
BX154,R930,Citiwide Harm Reduction,FY14,,
BX20,(R230),Bronx SDA Church,FY10,,
BX20,(R230),Bronx SDA Church,FY11,,
BX20,(R230),Bronx SDA Church,FY12,,
BX20,(R230),Bronx SDA Church,FY13,,
BX20,R230,Bronx SDA Church,FY14,,
BX25,(R232),Part of the Solution (POTS),FY10,,
BX25,(R232),Part of the Solution (POTS),FY11,,
BX25,(R232),Part of the Solution (POTS),FY12,,
BX25,(R232),Part of the Solution (POTS),FY13,,
BX25,R232,Part of the Solution (POTS),FY14,,
BX26,(R234),Garden of Prayer,FY10,,
BX26,(R234),Garden of Prayer,FY11,,
BX26,(R234),Garden of Prayer,FY12,,
BX26,(R234),Garden of Prayer,FY13,,
BX26,R234,Garden of Prayer,FY14,,
BX27,(R236),"Paraclete Foundation - Good Counsel, Inc.",FY10,,
BX27,(R236),"Paraclete Foundation - Good Counsel, Inc.",FY11,,
BX27,(R236),"Paraclete Foundation - Good Counsel, Inc.",FY12,,
BX27,(R236),"Paraclete Foundation - Good Counsel, Inc.",FY13,,
BX27,R236,Good Counsel Inc.,FY14,,
BX28,(R237),Bronx AIDS Services,FY10,,
BX28,(R237),Bronx AIDS Services,FY11,,
BX28,(R237),Bronx AIDS Services,FY12,,
BX28,(R237),Bronx AIDS Services,FY13,,
BX28,R237,Bronx AIDS Services,FY14,,
BX33,(R242),The Jericho Residence I & II,FY10,,
BX33,(R242),The Jericho Residence I & II,FY11,,
BX33,(R242),The Jericho Residence I & II,FY12,,
BX33,(R242),The Jericho Residence I & II,FY13,,
BX33,R242,The Jericho Residence I & II,FY14,,
BX35,(R243),"United Bronx Parents, Inc.",FY10,,
BX35,(R243),"United Bronx Parents, Inc.",FY11,,
BX35,(R243),"United Bronx Parents, Inc.",FY12,,
BX35,(R243),"United Bronx Parents, Inc.",FY13,,
BX35,R243,United Bronx Parents Inc.,FY14,,
BX36,(R245),Highbridge Community Life Center,FY12,,
BX38,(R247),Salvation Army Bronx Tremont Corps.,FY10,,
BX38,(R247),Salvation Army Bronx Tremont Corps.,FY11,,
BX38,(R247),Salvation Army Bronx Tremont Corps.,FY12,,
BX38,(R247),Salvation Army Bronx Tremont Corps.,FY13,,
BX38,R247,Salvation Army Bronx Tremont Corps.,FY14,,
BX39,(R249),Prospect SDA Church,FY10,,
BX39,(R249),Prospect SDA Church,FY11,,
BX39,(R249),Prospect SDA Church,FY12,,
BX39,(R249),Prospect SDA Church,FY13,,
BX39,R249,Prospect SDA Church,FY14,,
BX41,(R250),"Narco Freedom, Inc.",FY10,,
BX42,(R251),Libres Por Jesucristo,FY10,,
BX42,(R251),Libres Por Jesucristo,FY11,,
BX42,(R251),Libres Por Jesucristo,FY12,,
BX42,(R251),Libres Por Jesucristo,FY13,,
BX42,R251,Los Redimidos en la Sangre de Cristo,FY14,,
BX43,(R252),Shilo Temple Pentacostal Church,FY10,,
BX43,(R252),Shilo Temple Pentacostal Church,FY11,,
BX44,(R254),Morrisania Revitalization Corporation,FY10,,
BX44,(R254),Morrisania Revitalization Corporation,FY11,,
BX44,(R254),Morrisania Revitalization Corporation,FY12,,
BX44,(R254),Morrisania Revitalization Corporation,FY13,,
BX44,R254,Morrisania Revitalization Corporation,FY14,,
BX46,(R255),St. Benedict the Moor Comm. Center,FY10,,
BX46,(R255),St. Benedict the Moor Comm. Center,FY11,,
BX46,(R255),St. Benedict the Moor Comm. Center,FY12,,
BX47,(R258),True Baptist - True Gospel Tabernacle,FY10,,
BX47,(R258),True Baptist - True Gospel Tabernacle,FY11,,
BX47,(R258),True Baptist - True Gospel Tabernacle,FY12,,
BX47,(R258),True Baptist - True Gospel Tabernacle,FY13,,
BX47,R258,True Baptist - True Gospel Tabernacle,FY14,,
BX48,(R259),Abundant Life Tabernacle,FY10,,
BX48,(R259),Abundant Life Tabernacle,FY11,,
BX48,(R259),Abundant Life Tabernacle,FY12,,
BX48,(R259),Abundant Life Tabernacle,FY13,,
BX48,R259,Abundant Life Tabernacle,FY14,,
BX50,(R262),"BASICS, Inc.",FY10,,
BX50,(R262),"BASICS, Inc.",FY11,,
BX50,(R262),"BASICS, Inc.",FY12,,
BX52,(R265),Fordham Lutheran Church,FY10,,
BX53,(R266),"Holy Tabernacle Church, Inc.",FY10,,
BX53,(R266),"Holy Tabernacle Church, Inc.",FY11,,
BX53,(R266),"Holy Tabernacle Church, Inc.",FY12,,
BX53,(R266),"Holy Tabernacle Church, Inc.",FY13,,
BX53,R266,Holy Tabernacle Church Inc.,FY14,,
BX54,(R268),University Family Residence (V.O.A.),FY10,,
BX54,(R268),University Family Residence (V.O.A.),FY11,,
BX54,(R268),University Family Residence (V.O.A.),FY12,,
BX54,(R268),University Family Residence (V.O.A.),FY13,,
BX55,(R269),Immaculate Conception,FY10,,
BX55,(R269),Immaculate Conception,FY11,,
BX55,(R269),Immaculate Conception,FY12,,
BX55,(R269),Immaculate Conception,FY13,,
BX55,R269,Immaculate Conception,FY14,,
BX57,(R271),Community Action for Human Service,FY10,,
BX57,(R271),Community Action for Human Service,FY11,,
BX57,(R271),Community Action for Human Service,FY12,,
BX57,(R271),Community Action for Human Service,FY13,,
BX57,R271,Community Action for Human Service,FY14,,
BX61,(R274),Jericho Project,FY10,,
BX61,(R274),Jericho Project,FY11,,
BX61,(R274),Jericho Project,FY12,,
BX61,(R274),Jericho Project,FY13,,
BX61,R274,Jericho Project,FY14,,
BX63,(R275),BRC - Scatter Site,FY10,,
BX63,(R275),BRC - Scatter Site,FY11,,
BX65,(R276),Evangelistic Communities Outreach Bx,FY10,,
BX65,(R276),Evangelistic Communities Outreach Bx,FY11,,
BX65,(R276),Evangelistic Communities Outreach Bx,FY12,,
BX65,(R276),Evangelistic Communities Outreach Bx,FY13,,
BX65,R276,Evangelistic Communities Outreach Bx,FY14,,
BX69,(R280),Bronx Temple SDA Church,FY10,,
BX69,(R280),Bronx Temple SDA Church,FY11,,
BX69,(R280),Bronx Temple SDA Church,FY12,,
BX69,(R280),Bronx Temple SDA Church,FY13,,
BX69,R280,Bronx Temple SDA Church,FY14,,
BX70,(R282),Abrigo Del Altistimo,FY10,,
BX70,(R282),Abrigo Del Altistimo,FY11,,
BX70,(R282),Abrigo Del Altistimo,FY12,,
BX70,(R282),Abrigo Del Altistimo,FY13,,
BX70,R282,Abrigo Del Altistimo,FY14,,
BX73,(R286),Christ the King,FY10,,
BX73,(R286),Christ the King,FY11,,
BX73,(R286),Christ the King,FY12,,
BX73,(R286),Christ the King,FY13,,
BX74,(R287),St. Jerome's Community Food Pantry,FY10,,
BX74,(R287),St. Jerome's Community Food Pantry,FY11,,
BX74,(R287),St. Jerome's Community Food Pantry,FY12,,
BX74,(R287),St. Jerome's Community Food Pantry,FY13,,
BX74,R287,St. Jerome's Community Food Pantry,FY14,,
BX75,(R288),Beacon of Hope House - Residence,FY10,,
BX75,(R288),Beacon of Hope House - Residence,FY11,,
BX75,(R288),Beacon of Hope House - Residence,FY12,,
BX76,(R289),Black Forum of Co-op City,FY10,,
BX76,(R289),Black Forum of Co-op City,FY11,,
BX76,(R289),Black Forum of Co-op City,FY12,,
BX76,(R289),Black Forum of Co-op City,FY13,,
BX76,R289,Black Forum of Co-op City,FY14,,
BX79,(R292),Beacon of Hope House,FY10,,
BX79,(R292),Beacon of Hope House,FY11,,
BX79,(R292),Beacon of Hope House,FY12,,
BX79,(R292),Beacon of Hope House,FY13,,
BX81,(R294),Aguila Foundation - Cauldwell Family Residence,FY10,,
BX81,(R294),Aguila Foundation - Cauldwell Family Residence,FY11,,
BX81,(R294),Aguila Foundation - Cauldwell Family Residence,FY12,,
BX82,(R295),Willis Avenue United Methodist Church,FY10,,
BX82,(R295),Willis Avenue United Methodist Church,FY11,,
BX82,(R295),Willis Avenue United Methodist Church,FY13,,
BX84,(R297),Creston Avenue Baptist Church,FY10,,
BX84,(R297),Creston Avenue Baptist Church,FY11,,
BX84,(R297),Creston Avenue Baptist Church,FY12,,
BX84,(R297),Creston Avenue Baptist Church,FY13,,
BX84,R297,Creston Avenue Baptist Church,FY14,,
BX85,(R298),Davidson Community Center,FY10,,
BX85,(R298),Davidson Community Center,FY11,,
BX87,(R299),2044 Benedict Ave. Emergency Food Program,FY10,,
BX87,(R299),2044 Benedict Ave. Emergency Food Program,FY11,,
BX87,(R299),2044 Benedict Ave. Emergency Food Program,FY12,,
BX87,(R299),2044 Benedict Ave. Emergency Food Program,FY13,,
BX87,R299,Benedict Avenue Community Food Pantry,FY14,,
BX88,(R300),The Hope Line Resource Center,FY10,,
BX88,(R300),The Hope Line Resource Center,FY11,,
BX88,(R300),The Hope Line Resource Center,FY12,,
BX88,(R300),The Hope Line Resource Center,FY13,,
BX88,R300,The Hope Line Resource Center,FY14,,
BX89,(R301),Astor Child Guidance Center,FY12,,
BX91,(R303),Casa La Esperanza,FY10,,
BX91,(R303),Casa La Esperanza,FY11,,
BX91,(R303),Casa La Esperanza,FY12,,
BX91,(R303),Casa La Esperanza,FY13,,
BX93,(R305),St. Ann's Corner of Harm Reduction,FY10,,
BX93,(R305),St. Ann's Corner of Harm Reduction,FY11,,
BX93,(R305),St. Ann's Corner of Harm Reduction,FY12,,
BX93,(R305),St. Ann's Corner of Harm Reduction,FY13,,
BX93,R305,St. Ann's Corner of Harm Reduction,FY14,,
BX94,(R306),Project Street Beat,FY10,,
BX94,(R306),Project Street Beat,FY11,,
BX94,(R306),Project Street Beat,FY12,,
BX95,(R307),"Way Out Church Ministries, Inc.",FY10,,
BX95,(R307),"Way Out Church Ministries, Inc.",FY11,,
BX95,(R307),"Way Out Church Ministries, Inc.",FY12,,
BX95,(R307),"Way Out Church Ministries, Inc.",FY13,,
BX95,R307,Way Out Church Ministries Inc.,FY14,,
BX96,(R308),Bread of Life Mission c/o Mt. Olivet Church,FY10,,
BX96,(R308),Bread of Life Mission c/o Mt. Olivet Church,FY11,,
BX96,(R308),Bread of Life Mission c/o Mt. Olivet Church,FY12,,
BX96,(R308),Bread of Life Mission c/o Mt. Olivet Church,FY13,,
BX96,R308,Bread of Life Mission c/o Mt. Olivet Church,FY14,,
BX99,(R310),Give Them To Eat,FY10,,
BX99,(R310),Give Them To Eat,FY11,,
BX99,(R310),Give Them To Eat,FY12,,
BX99,(R310),Give Them To Eat,FY13,,
BX99,R310,Give Them To Eat,FY14,,
KBK1,(R313),Abraham Residence (Met Council Project),FY10,,
KBK1,(R313),Abraham Residence (Met Council Project),FY11,,
KBK1,(R313),Abraham Residence (Met Council Project),FY12,,
KBK1,(R313),Abraham Residence (Met Council Project),FY13,,
KBK1,R313,Abraham Residence (Met Council Project),FY14,,
KBK10,(R314),Hannah Kosher Food Shabbat Foundation,FY10,,
KBK10,(R314),Hannah Kosher Food Shabbat Foundation,FY11,,
KBK10,(R314),Hannah Kosher Food Shabbat Foundation,FY12,,
KBK10,(R314),Hannah Kosher Food Shabbat Foundation,FY13,,
KBK10,R314,Hannah Kosher Food Shabbat Foundation,FY14,,
KBK12,(R315),Shorefront Jewish Community Council,FY10,,
KBK12,(R315),Shorefront Jewish Community Council,FY11,,
KBK12,(R315),Shorefront Jewish Community Council,FY12,,
KBK12,(R315),Shorefront Jewish Community Council,FY13,,
KBK12,R315,Shorefront Jewish Community Council,FY14,,
KBK13,(R316),Machon Chana Women's Inst.,FY10,,
KBK13,(R316),Machon Chana Women's Inst.,FY11,,
KBK13,(R316),Machon Chana Women's Inst.,FY12,,
KBK13,(R316),Machon Chana Women's Inst.,FY13,,
KBK13,R316,Machon Chana Women's Inst.,FY14,,
KBK14,(R317),Sephardic Bikur Holim,FY10,,
KBK14,(R317),Sephardic Bikur Holim,FY11,,
KBK14,(R317),Sephardic Bikur Holim,FY12,,
KBK14,(R317),Sephardic Bikur Holim,FY13,,
KBK14,R317,Sephardic Bikur Holim,FY14,,
KBK15,(R318),Shulamith School for Girls,FY10,,
KBK16,(R319),Bnai Rapheal Chesed Organization,FY10,,
KBK16,(R319),Bnai Rapheal Chesed Organization,FY11,,
KBK16,(R319),Bnai Rapheal Chesed Organization,FY12,,
KBK16,(R319),Bnai Rapheal Chesed Organization,FY13,,
KBK16,R319,Bnai Rapheal Chesed Organization,FY14,,
KBK17,(R320),Congregation Meor Hachaim Of Luna Park,FY10,,
KBK17,(R320),Congregation Meor Hachaim Of Luna Park,FY11,,
KBK17,(R320),Congregation Meor Hachaim Of Luna Park,FY12,,
KBK17,(R320),Congregation Meor Hachaim Of Luna Park,FY13,,
KBK17,R320,Congregation Meor Hachaim Of Luna Park,FY14,,
KBK18,(R321),Hurricane Sandy Site: Masbia,FY10,,
KBK18,(R321),Masbia,FY11,,
KBK18,(R321),Hurricane Sandy Site: Masbia,FY12,,
KBK18,(R321),Masbia,FY13,,
KBK18,R321,Masbia,FY14,,
